1.0637, 1.0678, 1.0719, 1.0763, 1.0807, 1.0857
1.0697, 1.0739, 1.0782, 1.0828, 1.0876, 1.0927
1.0756, 1.0801, 1.0846, 1.0894, 1.0944, 1.0998
1.0786, 1.0830, 1.0877, 1.0926, 1.0977, 1.1032
